GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "17000","Illinois",3,SAINC50,82,"...","   Less: Refunds","Thousands of dollars",154758,205582,142658,145944,174114,205403,227609,243989,237909,278685,305169,311940,313929,346218,358789,386722,392672,323004,385991,516478,599696,627946,808561,857343,827789,1285287,1383531,1945385,1499619,1647547,1790107,1902320,2473807,2575757,2870724,2871433,3188014,3217942,3304711,3178323,3452455,3280785,3450193,3835164,3786568,3622865,3816455,4190100,4315997,4529614,4851987,6066027,6577748,7245322,8850725,8666993,9032391,8553882,9190178,9598949,13202130,12807414,11377076,10175761,10632132,10252008,10392670,10454662,11101910,11318859,11634883
 "17000","Illinois",3,SAINC50,120,"..."," State governments","Thousands of dollars",17322,18813,20823,24830,26641,27173,30430,33657,38148,46492,50743,55557,60022,63198,66349,71324,74309,81067,83535,98458,117633,358839,906726,1005513,1101300,1175919,1325217,1394573,1571887,1720036,1926369,2102021,2250480,2415688,2505355,2880479,3209816,3053643,3238428,3568689,3858914,4377355,5095587,5004413,5287746,5479018,5779382,6210609,6616720,7232941,7666269,8173250,8487383,8294029,8492709,8124019,8317633,9220354,9981095,10601615,11297953,10224779,10733704,14692649,16689914,17926283,17023496,16270189,14730987,15266973,16437294
 "17000","Illinois",3,SAINC50,130,"...","  Income taxes","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211427,725598,803105,882946,946988,1099249,1158795,1315822,1456164,1657533,1827782,1975327,2124209,2212233,2553766,2791223,2584315,2768042,3071033,3331083,3848053,4575051,4488865,4747200,4944016,5224306,5634811,6065024,6647211,7071441,7490120,7610292,7331115,7520695,7142358,7279041,8180141,8945049,9583178,10279052,9168892,9569256,13457231,15446961,16697687,15753788,14975242,13424783,13996606,15179945
 "17000","Illinois",3,SAINC50,150,"...","  Motor vehicle licenses","Thousands of dollars",15789,17110,19030,23028,24624,25098,28298,31357,35813,43814,47660,52296,56809,60031,63240,68018,70868,77725,80198,94937,114076,143687,176955,198041,213879,223958,220242,229590,249872,258327,263454,265104,264650,279698,279749,314286,404902,455999,456816,483128,513332,514935,506149,499655,525776,518846,536791,556504,529909,562296,571658,658114,852193,939051,948227,957162,1009818,1006886,1000039,984622,984750,1017974,1119395,1190210,1192805,1186526,1227467,1252037,1267836,1233184,1217549
 "17000","Illinois",3,SAINC50,160,"...","  Other taxes 5/","Thousands of dollars",1533,1703,1793,1802,2017,2075,2132,2300,2335,2678,3083,3261,3213,3167,3109,3306,3441,3342,3337,3521,3557,3725,4173,4367,4475,4973,5726,6188,6193,5545,5382,9135,10503,11781,13373,12427,13691,13329,13570,14528,14499,14367,14387,15893,14770,16156,18285,19294,21787,23434,23170,25016,24898,23863,23787,24499,28774,33327,36007,33815,34151,37913,45053,45208,50148,42070,42241,42910,38368,37183,39800
 "17000","Illinois",3,SAINC50,180,"..."," Local governments","Thousands of dollars",2767,2946,3140,2919,2708,2831,2906,4554,4777,6524,4807,9411,10417,9718,10475,17184,18354,17965,19786,20133,19715,27372,25179,25720,28531,28476,33243,40785,44017,44312,47796,56028,59455,64586,58301,58022,56977,61191,55414,59213,70512,69383,65491,69548,76443,86904,99873,97303,104058,110031,108796,105669,97154,111652,127769,142546,180315,216832,207774,137718,127508,103241,112648,119460,119077,131936,139285,148140,144998,150159,155475
 "17000","Illinois",3,SAINC50,190,"...","  Income taxes","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "17000","Illinois",3,SAINC50,200,"...","  Motor vehicle licenses","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),18064,15597,16337,20751,20774,20504,25143,24919,25242,25786,36587,29432,30932,33543,31654,31867,35735,36917,38502,46971,47313,43758,47402,49079,52344,62359,58669,64005,66780,59056,57123,48107,52785,59771,64547,66769,73394,74398,11704,11546,11646,21201,23398,21631,23879,20717,25646,22876,23463,23927
 "17000","Illinois",3,SAINC50,210,"...","  Other taxes","Thousands of dollars",2767,2946,3140,2919,2708,2831,2906,4554,4777,6524,4807,9411,10417,9718,10475,17184,18354,17965,19786,20133,19715,9308,9582,9383,7780,7702,12739,15642,19098,19070,22010,19441,30023,33654,24758,26368,25110,25456,18497,20711,23541,22070,21733,22146,27364,34560,37514,38634,40053,43251,49740,48546,49047,58867,67998,77999,113546,143438,133376,126014,115962,91595,91447,96062,97446,108057,118568,122494,122122,126696,131548
 "17000","Illinois",3,SAINC50,230,"..."," State and local personal property taxes","Thousands of dollars",17745,19811,21314,23004,24976,26947,28731,29670,28356,26384,29261,49764,50389,49445,40620,34447,27485,21713,15462,10270,5229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Note: See the included footnote file."
"SAINC50: Personal Current Taxes "
"Last updated: September 24, 2019-- new statistics for 2018; revised statistics for 1998-2017. "
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
